Date,PropertyStatus,SellingPrice,MonthlyRentPrice,CostPrice,PropertyType,SalesPersonID,Location,AgentName,CommissionRate,CommissionEarned,ClientID,PropertyID,MarketingChannel,FeedbackRating,LeadSource,FinancingType,PropertyCondition
2021-09-02,Rent,,34639.0,13197940,House,7,Hyderabad,Agent 8,4.69,179235.77,8168,47170,Print advertising,1,Advertisement,Flexi Payment Plan,Needs Repair
2021-07-22,Rent,,38334.0,10613809,House,6,Bangalore,Agent 7,3.75,273291.02,33235,20270,Email marketing,2,Referral,Down Payment Plan,Good
2022-06-22,Sale,12972421.0,,6213930,Commercial,1,Chennai,Agent 10,3.9,260110.53,21377,26372,Digital ads,3,Advertisement,CLP,New
2021-07-07,Sale,18079893.0,,14965054,Condo,8,Delhi,Agent 1,3.58,246688.62,36334,8342,Online platforms,5,Social Media,Cash,Good
2020-08-19,Sale,17183768.0,,13219201,Commercial,3,Bangalore,Agent 8,2.92,83907.3,27555,43577,Email marketing,1,Advertisement,Down Payment Plan,New
2022-03-23,Rent,,22519.0,13936974,Commercial,6,Bangalore,Agent 10,3.27,273952.7,44389,49030,Email marketing,5,Direct Inquiry,Cash,New
2020-06-24,Sale,11913151.0,,7313939,Apartment,5,Delhi,Agent 4,3.41,276228.18,40339,37297,Online platforms,5,Social Media,Down Payment Plan,Good
2021-07-24,Sale,19202004.0,,12018981,Condo,8,Delhi,Agent 6,3.29,259924.73,26613,35910,Online platforms,3,Direct Inquiry,Down Payment Plan,Needs Repair
2019-01-02,Rent,,17831.0,7009918,House,2,Mumbai,Agent 6,3.97,291037.72,19915,18804,Digital ads,3,Referral,Down Payment Plan,New
2020-10-15,Sale,6202206.0,,8911649,Commercial,5,Chennai,Agent 7,3.27,81007.58,28174,38010,Online platforms,5,Direct Inquiry,Down Payment Plan,Needs Repair
2021-09-28,Rent,,39133.0,9633401,Condo,8,Chennai,Agent 3,4.86,60373.15,30474,28953,Digital ads,4,Referral,Flexi Payment Plan,Good
2022-10-05,Rent,,43749.0,10941379,Condo,6,Chennai,Agent 4,3.67,165507.23,44278,14006,Digital ads,5,Social Media,Cash,Good
2023-05-08,Rent,,26929.0,8045983,Commercial,10,Bangalore,Agent 10,4.55,282780.5,31011,48232,Online platforms,5,Social Media,Down Payment Plan,Needs Repair
2020-06-11,Rent,,21703.0,12911645,Condo,3,Chennai,Agent 1,4.32,187541.54,43179,5558,Online platforms,4,Direct Inquiry,Flexi Payment Plan,Needs Repair
2021-05-31,Rent,,43573.0,4078404,House,1,Bangalore,Agent 10,3.93,101805.22,33781,43507,Online platforms,5,Referral,Down Payment Plan,Needs Repair
2021-11-07,Rent,,34638.0,8409723,Apartment,9,Hyderabad,Agent 10,3.01,253286.23,6121,49227,Print advertising,3,Direct Inquiry,Down Payment Plan,Needs Repair
2020-12-30,Sale,15506194.0,,11552221,House,3,Bangalore,Agent 3,4.77,135565.84,44093,20344,Online platforms,4,Social Media,Down Payment Plan,Needs Repair
2020-11-28,Sale,7078080.0,,7311178,House,3,Hyderabad,Agent 6,3.0,237672.36,13051,9657,Digital ads,5,Advertisement,CLP,New
2019-03-17,Sale,10813383.0,,13641827,Commercial,9,Mumbai,Agent 7,2.85,100029.86,3029,16047,Print advertising,4,Direct Inquiry,Flexi Payment Plan,Good
2023-01-16,Sale,11728719.0,,6770935,Commercial,4,Bangalore,Agent 10,3.48,223108.54,40061,4773,Digital ads,1,Social Media,Flexi Payment Plan,Good
2022-11-15,Rent,,18829.0,5578631,Condo,10,Hyderabad,Agent 3,2.83,293514.17,27161,41273,Email marketing,4,Social Media,Cash,Good
2023-11-24,Rent,,16923.0,14356952,Commercial,5,Mumbai,Agent 7,3.08,172883.6,12743,47078,Email marketing,5,Social Media,Flexi Payment Plan,Good
2022-04-07,Rent,,43443.0,6871018,Condo,9,Bangalore,Agent 3,4.02,59725.21,32400,26192,Online platforms,3,Social Media,Cash,Needs Repair
2021-01-28,Sale,7717773.0,,3612311,Condo,9,Delhi,Agent 5,2.8,100399.88,9672,42996,Email marketing,5,Referral,Flexi Payment Plan,Needs Repair
2019-01-18,Rent,,32129.0,9816727,Commercial,9,Hyderabad,Agent 8,3.53,196695.72,49216,6986,Email marketing,3,Social Media,CLP,New
2022-08-13,Rent,,37013.0,6991522,House,7,Chennai,Agent 3,3.15,96724.55,14342,11527,Online platforms,1,Social Media,CLP,Good
2023-05-29,Sale,13376987.0,,10503643,Condo,10,Chennai,Agent 10,4.07,154456.79,30445,3292,Print advertising,5,Advertisement,CLP,Needs Repair
2023-09-28,Sale,12709941.0,,12742702,Condo,7,Mumbai,Agent 8,2.94,150271.74,16332,7954,Online platforms,2,Referral,Cash,New
2022-11-19,Rent,,22022.0,4334411,Commercial,5,Mumbai,Agent 7,4.24,202133.84,8739,30451,Online platforms,1,Social Media,Cash,Needs Repair
2023-07-09,Sale,14624358.0,,10725773,House,8,Mumbai,Agent 9,3.74,275348.77,36630,39024,Online platforms,2,Direct Inquiry,Down Payment Plan,Good
2021-09-12,Sale,11365962.0,,14902684,Apartment,8,Chennai,Agent 3,2.75,261640.9,49497,29005,Email marketing,2,Referral,Flexi Payment Plan,Needs Repair
2023-04-18,Rent,,15399.0,8833207,Commercial,3,Hyderabad,Agent 2,3.65,141924.22,27967,35906,Online platforms,2,Social Media,Down Payment Plan,Needs Repair
2022-10-17,Sale,12717155.0,,3535417,House,10,Bangalore,Agent 3,3.46,277706.63,10431,48737,Print advertising,3,Advertisement,Cash,Good
2023-01-14,Sale,16985772.0,,14201977,Commercial,2,Mumbai,Agent 6,4.06,238158.67,29496,16987,Email marketing,1,Social Media,Flexi Payment Plan,Needs Repair
2021-02-07,Rent,,47527.0,11799492,Apartment,7,Chennai,Agent 4,2.62,272165.05,41790,18174,Digital ads,5,Advertisement,Flexi Payment Plan,Good
2023-06-08,Sale,10813601.0,,14159643,Condo,2,Mumbai,Agent 7,4.0,115735.47,31759,41075,Digital ads,1,Direct Inquiry,Down Payment Plan,Good
2021-01-13,Rent,,13569.0,13834250,Condo,8,Bangalore,Agent 6,4.98,138722.62,17997,28828,Digital ads,1,Direct Inquiry,Cash,Good
2019-08-29,Sale,11807537.0,,3833846,House,1,Chennai,Agent 4,4.12,71436.01,46763,18726,Digital ads,4,Referral,Flexi Payment Plan,New
2020-12-29,Sale,12201962.0,,14381136,Apartment,8,Mumbai,Agent 10,4.9,278229.12,17808,22011,Email marketing,3,Direct Inquiry,Down Payment Plan,Good
2021-09-20,Rent,,16727.0,13114486,Apartment,6,Bangalore,Agent 6,3.51,244810.55,35400,5281,Email marketing,2,Direct Inquiry,Cash,Needs Repair
2020-03-05,Rent,,17208.0,12427706,Condo,7,Delhi,Agent 8,3.98,244030.5,9885,15156,Digital ads,1,Referral,Down Payment Plan,New
2022-04-05,Rent,,27435.0,10812554,Condo,5,Bangalore,Agent 3,3.32,226410.41,45479,10015,Online platforms,1,Referral,CLP,Good
2020-10-26,Sale,13350501.0,,14925269,House,1,Chennai,Agent 3,3.36,281780.22,4210,27189,Digital ads,4,Direct Inquiry,Cash,Good
2022-06-20,Rent,,19550.0,5789695,Commercial,2,Bangalore,Agent 8,3.08,249208.71,21685,35561,Digital ads,1,Direct Inquiry,CLP,Good
2022-12-18,Rent,,28147.0,5576857,Commercial,5,Bangalore,Agent 9,3.07,269436.45,27249,4081,Print advertising,5,Referral,CLP,Needs Repair
2020-10-04,Sale,12475654.0,,11961899,House,4,Bangalore,Agent 10,3.59,181406.58,27535,25525,Email marketing,1,Referral,CLP,New
2023-12-20,Sale,17858602.0,,13973569,House,6,Hyderabad,Agent 2,2.56,190945.43,45582,1281,Online platforms,1,Referral,CLP,New
2023-11-24,Rent,,48144.0,13375654,Commercial,10,Delhi,Agent 5,2.64,109389.53,24929,31260,Print advertising,2,Direct Inquiry,Flexi Payment Plan,Good
2019-01-19,Rent,,12189.0,13891647,Apartment,3,Delhi,Agent 4,2.9,219292.52,23053,19570,Email marketing,1,Direct Inquiry,Cash,Good
2022-04-26,Sale,14533397.0,,5434844,Apartment,5,Delhi,Agent 7,3.05,161317.29,27461,35273,Online platforms,1,Referral,Down Payment Plan,Good
2023-08-24,Rent,,27035.0,9376531,House,8,Delhi,Agent 9,4.6,262731.79,39535,14454,Digital ads,4,Direct Inquiry,Cash,Needs Repair
2023-02-25,Sale,14756212.0,,5700646,Commercial,3,Hyderabad,Agent 4,4.08,202861.69,14381,17888,Online platforms,3,Referral,Down Payment Plan,Good
2022-09-16,Sale,9393388.0,,3767763,Commercial,5,Delhi,Agent 5,3.04,182323.19,31828,1903,Print advertising,4,Direct Inquiry,CLP,New
2022-04-23,Sale,5646560.0,,13154031,Condo,7,Mumbai,Agent 3,2.82,77443.83,22029,43836,Online platforms,3,Advertisement,Down Payment Plan,New
2022-06-10,Rent,,24600.0,5548786,Condo,9,Delhi,Agent 9,3.83,199229.47,47460,10817,Digital ads,5,Social Media,Down Payment Plan,Needs Repair
2022-12-23,Rent,,17469.0,13092752,Condo,7,Delhi,Agent 3,2.8,61293.02,8365,40781,Email marketing,3,Social Media,Flexi Payment Plan,Needs Repair
2023-07-18,Rent,,24955.0,12800336,Condo,1,Chennai,Agent 4,3.39,51777.34,1768,25823,Print advertising,1,Social Media,Down Payment Plan,Needs Repair
2023-10-20,Sale,14656279.0,,14774367,Condo,8,Mumbai,Agent 2,4.48,134715.16,43451,1777,Online platforms,5,Advertisement,CLP,Needs Repair
2019-09-18,Rent,,32494.0,5206837,Condo,2,Bangalore,Agent 1,3.56,75198.87,42124,28090,Email marketing,2,Social Media,Cash,Good
2020-02-26,Sale,10089412.0,,9827286,Condo,9,Chennai,Agent 5,4.68,221423.74,30258,11910,Email marketing,5,Direct Inquiry,Down Payment Plan,New
2019-06-06,Sale,5890316.0,,9341186,Commercial,5,Delhi,Agent 5,2.96,75398.44,17050,24845,Print advertising,5,Referral,CLP,Good
2021-10-14,Sale,12966531.0,,8596595,Commercial,4,Mumbai,Agent 7,3.28,101381.03,13872,29800,Online platforms,4,Social Media,CLP,New
2021-10-12,Sale,17299271.0,,4842932,House,7,Delhi,Agent 8,3.82,81102.08,22119,49888,Digital ads,4,Referral,Cash,New
2022-03-23,Rent,,39299.0,9475935,Apartment,9,Chennai,Agent 6,4.16,115410.17,18236,49284,Print advertising,5,Referral,Cash,Good
2022-08-02,Rent,,10281.0,7527509,Condo,10,Hyderabad,Agent 7,4.81,261616.51,16533,5368,Print advertising,5,Direct Inquiry,CLP,Needs Repair
2023-01-01,Sale,12742041.0,,12024287,Apartment,2,Chennai,Agent 6,4.16,236479.18,1271,49089,Print advertising,5,Advertisement,CLP,New
2023-08-03,Sale,10845761.0,,9771848,House,5,Chennai,Agent 2,4.61,206504.19,3414,22936,Online platforms,5,Advertisement,Flexi Payment Plan,New
2020-11-27,Rent,,22668.0,3732705,Apartment,6,Chennai,Agent 2,4.77,166421.78,42608,4497,Email marketing,4,Direct Inquiry,Cash,Good
2019-05-06,Sale,17905754.0,,3330832,Commercial,8,Mumbai,Agent 8,2.56,241548.35,49430,2034,Digital ads,2,Direct Inquiry,Down Payment Plan,Needs Repair
2021-02-07,Sale,14861750.0,,14218776,Condo,8,Hyderabad,Agent 2,2.93,85712.19,13066,1336,Email marketing,1,Social Media,Flexi Payment Plan,Good
2020-04-18,Rent,,30621.0,9393023,Commercial,3,Mumbai,Agent 10,2.92,270363.79,15634,8273,Online platforms,3,Advertisement,Cash,Needs Repair
2023-01-11,Sale,12902673.0,,10025101,Apartment,8,Hyderabad,Agent 3,3.72,135285.96,43874,7497,Online platforms,1,Referral,Cash,Good
2023-10-19,Rent,,47570.0,12083025,Commercial,2,Delhi,Agent 2,3.24,57576.2,14285,30477,Online platforms,1,Direct Inquiry,Cash,Needs Repair
2021-03-07,Rent,,13341.0,9840714,House,5,Mumbai,Agent 2,4.6,95227.31,24176,10997,Print advertising,5,Direct Inquiry,Cash,Needs Repair
2019-12-22,Sale,12873798.0,,10494159,Commercial,3,Hyderabad,Agent 7,3.13,293857.4,10733,20385,Digital ads,4,Direct Inquiry,Cash,New
2019-12-02,Rent,,43254.0,12890849,Apartment,9,Mumbai,Agent 5,2.6,177561.93,37925,1683,Email marketing,2,Advertisement,Down Payment Plan,New
2021-08-27,Sale,7143988.0,,13664963,House,1,Mumbai,Agent 1,4.61,294575.23,37736,44391,Digital ads,3,Advertisement,Down Payment Plan,New
2022-03-12,Sale,17726440.0,,10056113,Commercial,1,Mumbai,Agent 4,3.89,229305.79,25996,46860,Online platforms,5,Referral,Flexi Payment Plan,New
2020-09-08,Rent,,41189.0,10748249,Commercial,2,Chennai,Agent 4,3.47,264392.81,4981,38804,Digital ads,5,Advertisement,Flexi Payment Plan,Good
2021-01-24,Rent,,47437.0,4750103,Condo,5,Chennai,Agent 9,4.34,214841.08,6679,45692,Print advertising,3,Direct Inquiry,Down Payment Plan,New
2021-07-25,Sale,5004733.0,,13727188,Condo,10,Delhi,Agent 1,3.0,108862.22,44844,39349,Email marketing,1,Advertisement,Flexi Payment Plan,New
2020-01-12,Rent,,20927.0,12020661,Commercial,2,Mumbai,Agent 2,2.85,170512.78,37089,2692,Email marketing,4,Social Media,Flexi Payment Plan,Good
2021-12-14,Rent,,13471.0,5118587,Condo,9,Bangalore,Agent 7,3.54,93625.32,34914,28075,Online platforms,5,Direct Inquiry,Flexi Payment Plan,Good
2022-02-25,Sale,19323791.0,,9326636,Apartment,9,Delhi,Agent 8,3.11,254684.08,4520,33159,Online platforms,1,Referral,Cash,New
2021-11-26,Rent,,46460.0,12584221,Condo,2,Mumbai,Agent 5,4.91,139639.66,830,27529,Email marketing,1,Social Media,CLP,Good
2023-03-04,Sale,18986948.0,,8446211,Commercial,1,Delhi,Agent 9,4.02,201564.41,6917,28412,Print advertising,3,Referral,Cash,New
2022-01-30,Sale,6134154.0,,14206391,Condo,10,Delhi,Agent 6,3.61,202322.32,41654,30130,Print advertising,3,Social Media,Down Payment Plan,Good
2020-04-20,Rent,,16979.0,3388946,Condo,6,Bangalore,Agent 9,3.4,89806.71,28541,11544,Email marketing,4,Referral,Flexi Payment Plan,Good
2023-06-10,Sale,8982435.0,,10566850,Commercial,10,Mumbai,Agent 1,3.91,176212.17,42629,17701,Print advertising,3,Referral,Cash,New
2023-07-31,Rent,,45076.0,7463062,Condo,9,Bangalore,Agent 8,4.02,130477.06,31687,30466,Print advertising,1,Referral,Flexi Payment Plan,Needs Repair
2022-09-15,Rent,,32260.0,8640508,Condo,1,Bangalore,Agent 3,3.26,243578.62,47909,38829,Email marketing,3,Referral,CLP,Needs Repair
2021-04-13,Sale,11773563.0,,6135691,Apartment,6,Delhi,Agent 9,3.18,165514.99,21123,16089,Online platforms,5,Social Media,Down Payment Plan,Needs Repair
2019-09-27,Sale,11848293.0,,13488441,Commercial,8,Hyderabad,Agent 9,4.7,117800.98,18280,29544,Print advertising,4,Social Media,Cash,Needs Repair
2021-01-27,Sale,6971658.0,,9870430,Commercial,6,Bangalore,Agent 5,4.12,280486.49,49184,30456,Email marketing,1,Social Media,Down Payment Plan,New
2023-11-06,Sale,12868301.0,,14957798,Condo,2,Bangalore,Agent 4,2.83,115235.16,39999,43791,Print advertising,5,Referral,CLP,New
2022-03-23,Rent,,41494.0,8503720,Commercial,8,Chennai,Agent 9,4.67,190269.59,22047,1881,Print advertising,2,Referral,CLP,Needs Repair
2023-03-16,Rent,,44416.0,7295251,Commercial,2,Hyderabad,Agent 8,4.46,174059.04,21301,11918,Online platforms,1,Referral,CLP,Needs Repair
2023-02-23,Rent,,26777.0,14587664,Condo,7,Bangalore,Agent 9,2.91,155848.02,13902,23254,Print advertising,2,Advertisement,CLP,New
2021-03-13,Rent,,16861.0,8961175,House,8,Delhi,Agent 10,3.92,220035.91,22305,18328,Online platforms,1,Referral,Flexi Payment Plan,New
2021-05-08,Rent,,12234.0,8005698,Apartment,1,Chennai,Agent 6,4.12,296340.67,36425,666,Online platforms,4,Referral,Flexi Payment Plan,Good
2023-05-25,Rent,,10488.0,14891089,Apartment,7,Mumbai,Agent 6,3.21,188432.94,12522,5611,Email marketing,2,Direct Inquiry,CLP,Good
2021-01-19,Sale,9184957.0,,14833899,House,2,Mumbai,Agent 10,3.0,110435.9,47191,26636,Online platforms,5,Advertisement,Flexi Payment Plan,Needs Repair
2023-02-26,Rent,,18779.0,7421769,Apartment,1,Bangalore,Agent 3,4.11,260364.12,36385,49688,Email marketing,3,Direct Inquiry,Cash,New
2021-01-16,Rent,,41044.0,7763784,Condo,10,Chennai,Agent 2,3.85,293540.03,45260,31202,Email marketing,1,Direct Inquiry,Down Payment Plan,New
2023-03-05,Sale,15542816.0,,7462980,Apartment,7,Hyderabad,Agent 6,3.89,292523.46,29372,1131,Online platforms,4,Referral,CLP,New
2019-10-17,Rent,,24805.0,5982566,Condo,10,Chennai,Agent 7,2.74,135541.24,19284,14523,Digital ads,2,Social Media,Down Payment Plan,New
2022-06-10,Rent,,28840.0,8126274,House,10,Hyderabad,Agent 5,4.89,63611.61,45337,15946,Digital ads,3,Direct Inquiry,Cash,Good
2021-08-09,Sale,10056879.0,,4712501,Apartment,5,Hyderabad,Agent 8,3.45,151539.53,43514,38113,Email marketing,2,Direct Inquiry,CLP,Good
2022-02-20,Rent,,27098.0,13559311,House,3,Mumbai,Agent 3,4.33,247987.08,31016,36273,Online platforms,2,Referral,Flexi Payment Plan,Needs Repair
2023-07-08,Sale,14702173.0,,11306939,Apartment,8,Mumbai,Agent 7,3.98,109546.74,22529,27886,Digital ads,3,Direct Inquiry,Cash,Good
2023-09-06,Rent,,34063.0,4657572,Apartment,6,Chennai,Agent 6,3.53,243451.72,21679,23057,Online platforms,3,Social Media,Down Payment Plan,Needs Repair
2022-11-10,Sale,9314148.0,,7111469,Condo,8,Chennai,Agent 5,2.84,228903.27,17755,20095,Online platforms,5,Referral,Flexi Payment Plan,Good
2021-02-20,Rent,,39886.0,4364000,House,8,Chennai,Agent 4,4.22,206168.56,15109,7908,Digital ads,1,Social Media,Down Payment Plan,Good
2020-08-21,Sale,9286436.0,,14047797,Condo,9,Hyderabad,Agent 4,4.28,264136.24,20680,7836,Email marketing,1,Referral,CLP,Good
2023-07-23,Sale,16442336.0,,3919010,Apartment,1,Delhi,Agent 1,3.45,173817.81,49951,45231,Digital ads,5,Social Media,CLP,Good
2020-07-29,Sale,8153230.0,,10024553,Apartment,1,Chennai,Agent 8,3.29,160265.4,12553,14181,Online platforms,3,Referral,Down Payment Plan,Good
2023-02-13,Rent,,37644.0,6184900,House,1,Mumbai,Agent 3,4.18,122051.59,18121,47487,Email marketing,5,Advertisement,Down Payment Plan,Good
2023-06-18,Sale,14535428.0,,12579525,Apartment,4,Chennai,Agent 4,4.74,107350.66,39112,18547,Digital ads,2,Advertisement,Down Payment Plan,New
2019-11-09,Rent,,17172.0,5371514,Condo,5,Hyderabad,Agent 9,4.69,70693.76,12722,19415,Print advertising,5,Advertisement,Cash,New
2020-12-07,Sale,12030354.0,,11786748,House,10,Delhi,Agent 9,3.01,230544.5,23651,11760,Online platforms,3,Referral,Cash,Good
2021-07-28,Sale,14054428.0,,7720073,Condo,9,Delhi,Agent 1,3.82,202939.07,928,46401,Email marketing,3,Referral,Cash,New
2023-07-18,Sale,6004269.0,,6742250,House,3,Hyderabad,Agent 5,4.91,166651.53,8296,17978,Print advertising,4,Referral,Cash,Good
2019-05-22,Rent,,49547.0,7030741,Commercial,8,Hyderabad,Agent 1,2.99,87420.97,3574,36265,Online platforms,1,Social Media,Cash,New
2021-06-26,Rent,,45963.0,9925763,Apartment,5,Chennai,Agent 3,2.67,186429.51,45706,8276,Digital ads,3,Social Media,Down Payment Plan,New
2023-03-06,Sale,7560712.0,,14308014,Apartment,4,Bangalore,Agent 8,4.69,203113.19,6724,804,Digital ads,4,Direct Inquiry,CLP,Good
2023-11-19,Sale,13154497.0,,14294387,Condo,7,Chennai,Agent 4,4.43,273365.1,18635,30763,Email marketing,3,Social Media,Down Payment Plan,Good
2023-01-27,Rent,,43182.0,6318608,Apartment,5,Hyderabad,Agent 4,2.79,167231.2,28867,22329,Email marketing,2,Referral,CLP,New
2020-07-26,Sale,19468512.0,,6501711,Condo,6,Chennai,Agent 2,4.01,166856.4,3368,16547,Email marketing,4,Direct Inquiry,Cash,New
2023-01-24,Sale,15849649.0,,5365327,Commercial,6,Delhi,Agent 9,2.68,230819.38,7477,4283,Print advertising,5,Direct Inquiry,Cash,New
2022-05-29,Rent,,44309.0,10237013,Condo,10,Hyderabad,Agent 4,3.46,251124.87,32228,4856,Online platforms,1,Social Media,Flexi Payment Plan,Needs Repair
2023-11-28,Rent,,11412.0,7196704,Commercial,6,Hyderabad,Agent 8,4.46,278730.0,41252,44988,Digital ads,2,Referral,Cash,New
2019-06-16,Sale,14669376.0,,10365390,Apartment,1,Chennai,Agent 4,4.05,263453.68,9944,9778,Print advertising,2,Advertisement,Cash,New
2023-10-15,Sale,11191523.0,,3763983,Commercial,1,Mumbai,Agent 4,4.32,59080.04,19913,5583,Digital ads,1,Social Media,Flexi Payment Plan,Needs Repair
2021-02-10,Rent,,19131.0,9762246,House,5,Bangalore,Agent 1,4.64,175450.32,7763,36574,Print advertising,4,Referral,Cash,Needs Repair
2022-07-17,Sale,12184095.0,,5778166,Apartment,6,Delhi,Agent 10,2.65,162743.97,39736,39068,Email marketing,5,Direct Inquiry,Flexi Payment Plan,Needs Repair
2020-12-02,Sale,14907540.0,,12933262,Commercial,5,Delhi,Agent 10,3.29,93589.06,34248,29525,Print advertising,4,Referral,CLP,Good
2022-10-07,Rent,,10916.0,5334050,Commercial,1,Delhi,Agent 6,4.23,125580.7,19488,38570,Digital ads,5,Social Media,Cash,Good
2022-08-25,Rent,,14732.0,6801401,House,1,Hyderabad,Agent 9,2.94,253553.35,20014,37266,Online platforms,5,Advertisement,Flexi Payment Plan,New
2019-07-07,Sale,17628089.0,,3544646,Apartment,4,Mumbai,Agent 9,4.6,258106.3,39953,48503,Print advertising,2,Advertisement,Cash,Good
2019-11-05,Sale,7009354.0,,7728124,Condo,5,Hyderabad,Agent 2,2.82,114594.03,49987,13618,Digital ads,1,Social Media,Flexi Payment Plan,Needs Repair
2020-10-17,Sale,19826118.0,,11272813,House,5,Hyderabad,Agent 7,4.95,173491.71,17344,43282,Email marketing,3,Advertisement,Flexi Payment Plan,New
2019-09-10,Sale,19162172.0,,8783827,House,5,Chennai,Agent 6,3.82,176366.24,10293,15720,Online platforms,3,Direct Inquiry,Flexi Payment Plan,New
2020-06-24,Sale,19232469.0,,10205630,Commercial,3,Mumbai,Agent 5,4.38,218543.56,36176,4920,Email marketing,3,Advertisement,Flexi Payment Plan,Needs Repair
2020-05-01,Sale,10332538.0,,9014764,Commercial,6,Bangalore,Agent 8,2.71,197475.59,176,26773,Email marketing,1,Advertisement,Flexi Payment Plan,Good
2022-10-31,Sale,14686906.0,,8067113,Commercial,3,Hyderabad,Agent 2,2.99,149175.15,45179,38917,Print advertising,5,Direct Inquiry,CLP,Good
2022-12-30,Rent,,34222.0,6971099,Commercial,8,Chennai,Agent 1,2.89,66733.04,19088,2140,Email marketing,3,Direct Inquiry,Down Payment Plan,Good
2020-12-20,Sale,16631518.0,,14525768,Apartment,1,Delhi,Agent 10,3.17,211561.17,18882,46332,Online platforms,1,Advertisement,Cash,New
2021-05-28,Rent,,21778.0,14309844,Condo,7,Bangalore,Agent 2,2.62,167068.68,46071,29756,Print advertising,5,Social Media,Cash,Good
2019-08-10,Rent,,46799.0,12626965,Commercial,3,Hyderabad,Agent 9,4.85,269910.08,45049,15298,Print advertising,2,Referral,Down Payment Plan,Needs Repair
2021-04-01,Rent,,31752.0,13378682,Commercial,2,Chennai,Agent 10,3.28,290180.78,40964,38653,Digital ads,5,Direct Inquiry,Cash,Needs Repair
2020-09-06,Rent,,10047.0,10621988,House,3,Hyderabad,Agent 4,2.65,271208.82,27862,7522,Print advertising,2,Direct Inquiry,Cash,New
2023-08-19,Rent,,15191.0,7018273,House,6,Chennai,Agent 7,4.34,129990.31,14734,42444,Digital ads,5,Advertisement,Flexi Payment Plan,Good
